,battery_pack_status_identifier,asset_serial_number,battery_pack_identifier,record_create_date,record_create_timestamp,state_of_charge,energy_consumption,battery_lifetime,max_cell_temperature,min_cell_temperature
1386,1387.0,ASN00003,BAT00003,09-05-2023,09-05-2023 17:29,34.1,3270500.0,2057.693,35.344,33.969
1387,1388.0,ASN00003,BAT00003,09-05-2023,09-05-2023 17:39,32.2,3271100.0,2057.865,35.469,34.094
1388,1389.0,ASN00003,BAT00003,09-05-2023,09-05-2023 17:49,30.7,3271600.0,2057.975,35.469,34.219
1389,1390.0,ASN00003,BAT00003,09-05-2023,09-05-2023 18:05,30.6,3271600.0,2057.99,35.719,34.438
1390,1391.0,ASN00003,BAT00003,09-05-2023,09-05-2023 18:16,27.2,3272600.0,2058.162,35.75,34.594
1391,1392.0,ASN00003,BAT00003,09-05-2023,09-05-2023 18:26,23.9,3273400.0,2058.329,36.063,34.781
1392,1393.0,ASN00003,BAT00003,09-05-2023,09-05-2023 18:36,20.0,3274600.0,2058.501,36.594,35.219
1393,1394.0,ASN00003,BAT00003,09-05-2023,09-05-2023 18:46,16.7,3275500.0,2058.673,37.125,35.781
1394,1395.0,ASN00003,BAT00003,09-05-2023,09-05-2023 18:57,14.1,3275700.0,2058.795,37.5,36.031
1396,1397.0,ASN00003,BAT00003,09-05-2023,09-05-2023 19:07,16.6,3276500.0,2058.962,37.656,36.188
1398,1399.0,ASN00003,BAT00003,09-05-2023,09-05-2023 19:17,21.1,3277800.0,2059.134,37.688,36.25
1400,1401.0,ASN00003,BAT00003,09-05-2023,09-05-2023 19:27,25.5,3279100.0,2059.306,37.781,36.281
1402,1403.0,ASN00003,BAT00003,09-05-2023,09-05-2023 19:37,29.6,3280300.0,2059.473,38.0,36.344
1404,1405.0,ASN00003,BAT00003,09-05-2023,09-05-2023 19:48,33.9,3281600.0,2059.645,38.281,36.406
1406,1407.0,ASN00003,BAT00003,09-05-2023,09-05-2023 19:58,38.0,3282900.0,2059.817,38.656,36.688
1408,1409.0,ASN00003,BAT00003,09-05-2023,09-05-2023 20:08,42.0,3284100.0,2059.984,39.125,37.094
1410,1411.0,ASN00003,BAT00003,09-05-2023,09-05-2023 20:18,46.0,3285400.0,2060.156,39.656,37.625
1412,1413.0,ASN00003,BAT00003,09-05-2023,09-05-2023 20:28,50.5,3286700.0,2060.323,40.25,38.156
1414,1415.0,ASN00003,BAT00003,09-05-2023,09-05-2023 20:39,55.3,3287900.0,2060.495,40.75,38.5
1416,1417.0,ASN00003,BAT00003,09-05-2023,09-05-2023 20:49,60.0,3289200.0,2060.662,41.031,38.688
1418,1419.0,ASN00003,BAT00003,09-05-2023,09-05-2023 20:59,64.5,3290500.0,2060.834,41.094,38.688
1420,1421.0,ASN00003,BAT00003,09-05-2023,09-05-2023 21:09,68.8,3291700.0,2061.006,40.938,38.563
1422,1423.0,ASN00003,BAT00003,09-05-2023,09-05-2023 21:20,72.8,3293000.0,2061.179,40.781,38.406
1424,1425.0,ASN00003,BAT00003,09-05-2023,09-05-2023 21:30,76.7,3294300.0,2061.351,40.531,38.25
1426,1427.0,ASN00003,BAT00003,09-05-2023,09-05-2023 21:40,80.5,3295600.0,2061.518,40.375,38.156
1428,1429.0,ASN00003,BAT00003,09-05-2023,09-05-2023 21:50,84.3,3296800.0,2061.69,40.188,38.063
1430,1431.0,ASN00003,BAT00003,09-05-2023,09-05-2023 22:00,88.1,3298100.0,2061.857,40.0,38.0
1432,1433.0,ASN00003,BAT00003,09-05-2023,09-05-2023 22:11,91.4,3299200.0,2062.029,39.844,37.844
1434,1435.0,ASN00003,BAT00003,09-05-2023,09-05-2023 22:21,92.2,3299400.0,2062.2,39.531,37.625
1436,1437.0,ASN00003,BAT00003,09-05-2023,09-05-2023 22:31,91.2,3300200.0,2062.372,39.344,37.563
1438,1439.0,ASN00003,BAT00003,09-05-2023,09-05-2023 22:42,90.1,3300700.0,2062.545,39.125,37.438
1440,1441.0,ASN00003,BAT00003,09-05-2023,09-05-2023 22:52,88.3,3301400.0,2062.711,38.938,37.313
1442,1443.0,ASN00003,BAT00003,09-05-2023,09-05-2023 23:02,86.9,3301800.0,2062.884,38.813,37.188
1444,1445.0,ASN00003,BAT00003,09-05-2023,09-05-2023 23:12,84.7,3302500.0,2063.05,38.656,37.125
1446,1447.0,ASN00003,BAT00003,09-05-2023,09-05-2023 23:22,81.5,3303400.0,2063.222,38.563,37.031
1448,1449.0,ASN00003,BAT00003,09-05-2023,09-05-2023 23:33,78.8,3304300.0,2063.395,38.469,36.906
1450,1451.0,ASN00003,BAT00003,09-05-2023,09-05-2023 23:43,76.6,3305000.0,2063.567,38.406,36.625
1452,1453.0,ASN00003,BAT00003,09-05-2023,09-05-2023 23:53,74.5,3305600.0,2063.739,38.281,36.0
1454,1455.0,ASN00003,BAT00003,10-05-2023,10-05-2023 00:03,71.6,3306500.0,2063.906,38.125,35.906
1457,1458.0,ASN00003,BAT00003,10-05-2023,10-05-2023 00:31,69.1,3307200.0,2064.025,37.844,35.969
1459,1460.0,ASN00003,BAT00003,10-05-2023,10-05-2023 00:41,66.6,3307800.0,2064.192,37.719,35.719
1461,1462.0,ASN00003,BAT00003,10-05-2023,10-05-2023 00:51,64.0,3308500.0,2064.364,37.531,35.219
1465,1466.0,ASN00003,BAT00003,10-05-2023,10-05-2023 01:18,61.9,3309100.0,2064.436,37.063,34.531
1467,1468.0,ASN00003,BAT00003,10-05-2023,10-05-2023 01:29,57.9,3310100.0,2064.609,36.844,34.125
1469,1470.0,ASN00003,BAT00003,10-05-2023,10-05-2023 01:39,55.7,3310700.0,2064.781,36.563,33.75
1471,1472.0,ASN00003,BAT00003,10-05-2023,10-05-2023 01:49,52.4,3311500.0,2064.953,36.188,33.188
1473,1474.0,ASN00003,BAT00003,10-05-2023,10-05-2023 01:59,51.6,3311700.0,2065.12,35.906,32.531
1475,1476.0,ASN00003,BAT00003,10-05-2023,10-05-2023 02:10,50.8,3311800.0,2065.292,35.594,32.375
1477,1478.0,ASN00003,BAT00003,10-05-2023,10-05-2023 02:20,50.4,3311900.0,2065.459,35.25,32.375
1479,1480.0,ASN00003,BAT00003,10-05-2023,10-05-2023 02:30,51.7,3312700.0,2065.617,34.969,32.656
1480,1481.0,ASN00003,BAT00003,10-05-2023,10-05-2023 02:40,56.7,3313900.0,2065.789,34.969,32.688
1481,1482.0,ASN00003,BAT00003,10-05-2023,10-05-2023 02:50,61.5,3315200.0,2065.956,34.844,32.344
1482,1483.0,ASN00003,BAT00003,10-05-2023,10-05-2023 03:01,66.1,3316500.0,2066.128,34.719,32.5
1483,1484.0,ASN00003,BAT00003,10-05-2023,10-05-2023 03:11,70.4,3317900.0,2066.3,34.531,32.031
1484,1485.0,ASN00003,BAT00003,10-05-2023,10-05-2023 03:21,74.3,3319200.0,2066.467,34.406,31.813
1485,1486.0,ASN00003,BAT00003,10-05-2023,10-05-2023 03:31,78.3,3320500.0,2066.639,34.313,32.031
1486,1487.0,ASN00003,BAT00003,10-05-2023,10-05-2023 03:42,82.3,3321800.0,2066.812,34.219,32.344
1487,1488.0,ASN00003,BAT00003,10-05-2023,10-05-2023 03:52,86.2,3323200.0,2066.984,34.188,32.219
1488,1489.0,ASN00003,BAT00003,10-05-2023,10-05-2023 04:02,90.2,3324500.0,2067.156,34.094,31.969
1489,1490.0,ASN00003,BAT00003,10-05-2023,10-05-2023 04:13,91.5,3325000.0,2067.328,33.938,31.688
1490,1491.0,ASN00003,BAT00003,10-05-2023,10-05-2023 04:23,91.5,3325300.0,2067.5,33.688,31.406
1491,1492.0,ASN00003,BAT00003,10-05-2023,10-05-2023 04:26,91.5,3325400.0,2067.545,33.625,31.406
1493,1494.0,ASN00003,BAT00003,10-05-2023,10-05-2023 04:36,91.5,3325600.0,2067.712,33.344,31.063
1494,1495.0,ASN00003,BAT00003,10-05-2023,10-05-2023 04:46,91.9,3325700.0,2067.884,33.063,30.563
1495,1496.0,ASN00003,BAT00003,10-05-2023,10-05-2023 04:56,93.1,3325700.0,2068.056,32.75,30.0
1496,1497.0,ASN00003,BAT00003,10-05-2023,10-05-2023 05:07,93.6,3325700.0,2068.229,32.406,29.563
1497,1498.0,ASN00003,BAT00003,10-05-2023,10-05-2023 05:17,93.8,3325700.0,2068.395,32.094,29.5
1502,1503.0,ASN00003,BAT00003,10-05-2023,10-05-2023 13:24,59.1,3337100.0,2076.115,25.813,24.781
1503,1504.0,ASN00003,BAT00003,10-05-2023,10-05-2023 13:34,57.0,3337600.0,2076.287,25.906,24.875
1504,1505.0,ASN00003,BAT00003,10-05-2023,10-05-2023 13:45,53.7,3338500.0,2076.459,25.969,24.969
1505,1506.0,ASN00003,BAT00003,10-05-2023,10-05-2023 13:55,49.5,3339800.0,2076.632,26.0,25.063
1506,1507.0,ASN00003,BAT00003,10-05-2023,10-05-2023 14:05,46.9,3340600.0,2076.804,25.969,25.063
1507,1508.0,ASN00003,BAT00003,10-05-2023,10-05-2023 14:16,44.9,3341000.0,2076.976,26.031,25.156
1508,1509.0,ASN00003,BAT00003,10-05-2023,10-05-2023 14:26,43.4,3341400.0,2077.143,26.125,25.25
1509,1510.0,ASN00003,BAT00003,10-05-2023,10-05-2023 14:36,35.9,3342300.0,2077.313,26.156,25.219
1510,1511.0,ASN00003,BAT00003,10-05-2023,10-05-2023 14:46,33.6,3343200.0,2077.485,26.156,25.219
1511,1512.0,ASN00003,BAT00003,10-05-2023,10-05-2023 14:56,29.0,3344300.0,2077.649,26.344,25.313
1513,1514.0,ASN00003,BAT00003,10-05-2023,10-05-2023 15:07,24.7,3345300.0,2077.819,26.656,25.469
1514,1515.0,ASN00003,BAT00003,10-05-2023,10-05-2023 15:49,21.9,3347600.0,2078.444,28.031,26.594
1515,1516.0,ASN00003,BAT00003,10-05-2023,10-05-2023 15:59,26.9,3348500.0,2078.604,28.313,26.813
1516,1517.0,ASN00003,BAT00003,10-05-2023,10-05-2023 16:09,30.7,3349600.0,2078.776,28.688,27.094
1517,1518.0,ASN00003,BAT00003,10-05-2023,10-05-2023 16:19,34.3,3350800.0,2078.942,29.188,27.563
1518,1519.0,ASN00003,BAT00003,10-05-2023,10-05-2023 16:30,37.9,3352000.0,2079.115,29.75,28.094
1519,1520.0,ASN00003,BAT00003,10-05-2023,10-05-2023 16:40,41.4,3353200.0,2079.281,30.313,28.625
1521,1522.0,ASN00003,BAT00003,10-05-2023,10-05-2023 16:50,45.0,3354400.0,2079.454,30.875,29.156
1523,1524.0,ASN00003,BAT00003,10-05-2023,10-05-2023 17:00,49.0,3355600.0,2079.626,31.438,29.719
1525,1526.0,ASN00003,BAT00003,10-05-2023,10-05-2023 17:11,53.5,3356800.0,2079.798,32.0,30.25
1528,1529.0,ASN00003,BAT00003,10-05-2023,10-05-2023 17:21,58.0,3358000.0,2079.965,32.344,30.531
1530,1531.0,ASN00003,BAT00003,10-05-2023,10-05-2023 17:31,62.5,3359200.0,2080.137,32.594,30.813
1532,1533.0,ASN00003,BAT00003,10-05-2023,10-05-2023 17:41,66.6,3360400.0,2080.309,32.781,31.0
1534,1535.0,ASN00003,BAT00003,10-05-2023,10-05-2023 17:51,70.4,3361500.0,2080.476,32.938,31.094
1536,1537.0,ASN00003,BAT00003,10-05-2023,10-05-2023 18:02,74.1,3362700.0,2080.648,33.063,31.188
1538,1539.0,ASN00003,BAT00003,10-05-2023,10-05-2023 18:12,77.8,3363900.0,2080.821,33.188,31.281
1540,1541.0,ASN00003,BAT00003,10-05-2023,10-05-2023 18:22,81.4,3365100.0,2080.987,33.313,31.406
1542,1543.0,ASN00003,BAT00003,10-05-2023,10-05-2023 18:32,85.0,3366300.0,2081.16,33.438,31.5
1544,1545.0,ASN00003,BAT00003,10-05-2023,10-05-2023 18:43,88.7,3367600.0,2081.332,33.563,31.594
1546,1547.0,ASN00003,BAT00003,10-05-2023,10-05-2023 18:53,91.4,3368500.0,2081.504,33.563,31.625
1548,1549.0,ASN00003,BAT00003,10-05-2023,10-05-2023 19:03,91.5,3368700.0,2081.676,33.5,31.531
1550,1551.0,ASN00003,BAT00003,10-05-2023,10-05-2023 19:14,91.5,3369000.0,2081.849,33.406,31.5
1552,1553.0,ASN00003,BAT00003,10-05-2023,10-05-2023 19:24,91.5,3369100.0,2082.015,33.313,31.469
1554,1555.0,ASN00003,BAT00003,10-05-2023,10-05-2023 19:34,92.6,3369200.0,2082.187,33.156,31.375
1556,1557.0,ASN00003,BAT00003,10-05-2023,10-05-2023 19:44,93.3,3369200.0,2082.354,33.031,31.313
1558,1559.0,ASN00003,BAT00003,10-05-2023,10-05-2023 19:54,93.6,3369200.0,2082.526,32.844,31.188
1560,1561.0,ASN00003,BAT00003,10-05-2023,10-05-2023 20:05,93.8,3369200.0,2082.699,32.75,31.156
1562,1563.0,ASN00003,BAT00003,10-05-2023,10-05-2023 20:15,93.8,3369300.0,2082.865,32.688,31.156
1564,1565.0,ASN00003,BAT00003,10-05-2023,10-05-2023 20:25,93.9,3369300.0,2083.037,32.625,31.156
1566,1567.0,ASN00003,BAT00003,10-05-2023,10-05-2023 20:35,93.9,3369300.0,2083.21,32.563,31.094
1568,1569.0,ASN00003,BAT00003,10-05-2023,10-05-2023 20:46,93.9,3369300.0,2083.382,32.5,31.063
1570,1571.0,ASN00003,BAT00003,10-05-2023,10-05-2023 20:56,93.9,3369300.0,2083.549,32.469,31.0
1572,1573.0,ASN00003,BAT00003,10-05-2023,10-05-2023 21:06,93.8,3369400.0,2083.721,32.469,30.969
1574,1575.0,ASN00003,BAT00003,10-05-2023,10-05-2023 21:16,93.8,3369400.0,2083.888,32.469,30.969
1576,1577.0,ASN00003,BAT00003,10-05-2023,10-05-2023 21:26,93.8,3369400.0,2084.06,32.5,30.938
1578,1579.0,ASN00003,BAT00003,10-05-2023,10-05-2023 21:37,93.8,3369400.0,2084.232,32.531,30.938
1580,1581.0,ASN00003,BAT00003,10-05-2023,10-05-2023 21:47,93.7,3369400.0,2084.399,32.563,30.938
1582,1583.0,ASN00003,BAT00003,10-05-2023,10-05-2023 21:57,93.7,3369400.0,2084.571,32.594,30.969
1584,1585.0,ASN00003,BAT00003,10-05-2023,10-05-2023 22:07,93.7,3369500.0,2084.743,32.656,30.969
1587,1588.0,ASN00003,BAT00003,10-05-2023,10-05-2023 22:28,0.0,3369500.0,2084.856,32.656,31.0
1589,1590.0,ASN00003,BAT00003,10-05-2023,10-05-2023 22:38,0.0,3369500.0,2085.028,32.625,31.031
1600,1601.0,ASN00003,BAT00003,11-05-2023,11-05-2023 00:27,0.0,3369500.0,2085.028,31.219,30.563
1607,1608.0,ASN00003,BAT00003,11-05-2023,11-05-2023 01:27,93.4,3369500.0,2085.077,30.375,29.594
1613,1614.0,ASN00003,BAT00003,11-05-2023,11-05-2023 02:19,93.5,3369500.0,2085.098,29.625,28.656
1615,1616.0,ASN00003,BAT00003,11-05-2023,11-05-2023 02:29,91.7,3370400.0,2085.265,29.5,28.719
1617,1618.0,ASN00003,BAT00003,11-05-2023,11-05-2023 02:39,87.0,3372000.0,2085.437,29.5,28.5
1619,1620.0,ASN00003,BAT00003,11-05-2023,11-05-2023 02:50,84.8,3372800.0,2085.609,29.406,27.906
1621,1622.0,ASN00003,BAT00003,11-05-2023,11-05-2023 03:00,83.5,3373300.0,2085.776,29.281,27.469
1623,1624.0,ASN00003,BAT00003,11-05-2023,11-05-2023 03:10,81.3,3374000.0,2085.948,29.094,27.25
1625,1626.0,ASN00003,BAT00003,11-05-2023,11-05-2023 03:20,80.3,3374400.0,2086.115,28.938,26.938
1627,1628.0,ASN00003,BAT00003,11-05-2023,11-05-2023 03:30,78.3,3375000.0,2086.287,28.781,26.781
1629,1630.0,ASN00003,BAT00003,11-05-2023,11-05-2023 03:41,73.2,3376600.0,2086.459,28.688,26.75
1631,1632.0,ASN00003,BAT00003,11-05-2023,11-05-2023 03:51,69.3,3377800.0,2086.626,28.719,26.5
1633,1634.0,ASN00003,BAT00003,11-05-2023,11-05-2023 04:01,66.2,3378700.0,2086.733,28.75,26.406
1638,1639.0,ASN00003,BAT00003,11-05-2023,11-05-2023 04:35,66.1,3378700.0,2086.749,28.656,26.875
1639,1640.0,ASN00003,BAT00003,11-05-2023,11-05-2023 04:45,64.0,3379800.0,2086.91,28.688,26.969
1641,1642.0,ASN00003,BAT00003,11-05-2023,11-05-2023 04:55,68.4,3381100.0,2087.083,28.844,27.125
1643,1644.0,ASN00003,BAT00003,11-05-2023,11-05-2023 05:05,72.6,3382400.0,2087.255,29.031,27.281
1677,1678.0,ASN00003,BAT00003,11-05-2023,11-05-2023 10:38,90.7,3391200.0,2092.255,25.375,23.406
1679,1680.0,ASN00003,BAT00003,11-05-2023,11-05-2023 10:48,88.3,3392000.0,2092.422,25.281,23.25
1681,1682.0,ASN00003,BAT00003,11-05-2023,11-05-2023 10:58,85.4,3392900.0,2092.594,25.125,23.031
1683,1684.0,ASN00003,BAT00003,11-05-2023,11-05-2023 11:09,80.6,3394500.0,2092.766,25.125,23.125
1685,1686.0,ASN00003,BAT00003,11-05-2023,11-05-2023 11:19,76.8,3395700.0,2092.933,25.219,23.0
1687,1688.0,ASN00003,BAT00003,11-05-2023,11-05-2023 11:29,74.5,3396500.0,2093.105,25.219,22.875
1689,1690.0,ASN00003,BAT00003,11-05-2023,11-05-2023 11:39,71.6,3397400.0,2093.278,25.188,23.0
1691,1692.0,ASN00003,BAT00003,11-05-2023,11-05-2023 11:50,69.1,3398200.0,2093.45,25.219,23.094
1699,1700.0,ASN00003,BAT00003,11-05-2023,11-05-2023 13:19,69.1,3398700.0,2093.45,25.531,24.344
1701,1702.0,ASN00003,BAT00003,11-05-2023,11-05-2023 13:30,64.6,3399300.0,2093.657,25.656,24.531
1704,1705.0,ASN00003,BAT00003,11-05-2023,11-05-2023 13:55,64.2,3399300.0,2093.74,25.969,24.688
1711,1712.0,ASN00003,BAT00003,11-05-2023,11-05-2023 14:57,64.1,3399300.0,2093.766,26.25,25.063
1719,1720.0,ASN00003,BAT00003,11-05-2023,11-05-2023 16:26,63.8,3399300.0,2093.875,26.844,25.75
1724,1725.0,ASN00003,BAT00003,11-05-2023,11-05-2023 17:05,61.8,3399800.0,2093.981,27.375,26.188
1726,1727.0,ASN00003,BAT00003,11-05-2023,11-05-2023 17:15,55.8,3401500.0,2094.154,27.781,26.375
1728,1729.0,ASN00003,BAT00003,11-05-2023,11-05-2023 17:25,49.6,3403300.0,2094.32,28.219,26.531
1730,1731.0,ASN00003,BAT00003,11-05-2023,11-05-2023 17:35,45.2,3404600.0,2094.471,28.594,26.656
1734,1735.0,ASN00003,BAT00003,11-05-2023,11-05-2023 18:01,45.0,3404600.0,2094.486,29.531,27.344
1736,1737.0,ASN00003,BAT00003,11-05-2023,11-05-2023 18:12,39.0,3406300.0,2094.659,29.875,27.563
1738,1739.0,ASN00003,BAT00003,11-05-2023,11-05-2023 18:22,34.3,3407700.0,2094.831,30.219,27.813
1740,1741.0,ASN00003,BAT00003,11-05-2023,11-05-2023 18:32,30.5,3408900.0,2094.997,30.688,28.188
1742,1743.0,ASN00003,BAT00003,11-05-2023,11-05-2023 18:42,27.0,3410000.0,2095.17,31.188,28.656
1744,1745.0,ASN00003,BAT00003,11-05-2023,11-05-2023 18:53,23.7,3411000.0,2095.342,31.781,29.25
1746,1747.0,ASN00003,BAT00003,11-05-2023,11-05-2023 19:03,20.2,3412100.0,2095.509,32.469,30.031
1748,1749.0,ASN00003,BAT00003,11-05-2023,11-05-2023 19:13,16.3,3412900.0,2095.643,33.125,30.813
1750,1751.0,ASN00003,BAT00003,11-05-2023,11-05-2023 19:23,20.5,3414100.0,2095.815,33.563,31.219
1752,1753.0,ASN00003,BAT00003,11-05-2023,11-05-2023 19:34,24.6,3415300.0,2095.987,33.875,31.469
1754,1755.0,ASN00003,BAT00003,11-05-2023,11-05-2023 19:44,28.4,3416500.0,2096.154,34.313,31.844
1756,1757.0,ASN00003,BAT00003,11-05-2023,11-05-2023 19:54,32.4,3417700.0,2096.326,34.781,32.375
1758,1759.0,ASN00003,BAT00003,11-05-2023,11-05-2023 20:04,36.1,3418800.0,2096.493,35.469,33.0
1760,1761.0,ASN00003,BAT00003,11-05-2023,11-05-2023 20:14,39.8,3420000.0,2096.66,35.969,33.688
1762,1763.0,ASN00003,BAT00003,11-05-2023,11-05-2023 20:24,43.7,3421200.0,2096.832,36.563,34.406
1764,1765.0,ASN00003,BAT00003,11-05-2023,11-05-2023 20:34,47.5,3422400.0,2096.999,37.188,35.125
1766,1767.0,ASN00003,BAT00003,11-05-2023,11-05-2023 20:45,52.1,3423600.0,2097.171,37.781,35.844
1768,1769.0,ASN00003,BAT00003,11-05-2023,11-05-2023 20:55,56.6,3424800.0,2097.338,38.281,36.406
1770,1771.0,ASN00003,BAT00003,11-05-2023,11-05-2023 21:05,61.3,3426000.0,2097.51,38.594,36.781
1771,1772.0,ASN00003,BAT00003,11-05-2023,11-05-2023 21:15,65.4,3427100.0,2097.677,38.844,37.031
1774,1775.0,ASN00003,BAT00003,11-05-2023,11-05-2023 21:36,73.3,3429600.0,2098.021,39.375,37.469
1776,1777.0,ASN00003,BAT00003,11-05-2023,11-05-2023 21:46,77.0,3430800.0,2098.194,39.625,37.688
1778,1779.0,ASN00003,BAT00003,11-05-2023,11-05-2023 21:56,80.6,3432000.0,2098.36,39.813,37.875
1780,1781.0,ASN00003,BAT00003,11-05-2023,11-05-2023 22:06,84.2,3433200.0,2098.532,40.0,38.063
1782,1783.0,ASN00003,BAT00003,11-05-2023,11-05-2023 22:17,87.9,3434400.0,2098.705,40.156,38.219
1785,1786.0,ASN00003,BAT00003,11-05-2023,11-05-2023 22:27,91.4,3435500.0,2098.877,40.313,38.375
1786,1787.0,ASN00003,BAT00003,11-05-2023,11-05-2023 22:37,91.5,3435800.0,2099.044,40.281,38.406
1789,1790.0,ASN00003,BAT00003,11-05-2023,11-05-2023 22:47,91.5,3436000.0,2099.216,40.25,38.375
1790,1791.0,ASN00003,BAT00003,11-05-2023,11-05-2023 22:57,91.5,3436200.0,2099.383,40.219,38.313
1792,1793.0,ASN00003,BAT00003,11-05-2023,11-05-2023 23:08,92.2,3436300.0,2099.555,40.125,38.25
1793,1794.0,ASN00003,BAT00003,11-05-2023,11-05-2023 23:18,93.0,3436300.0,2099.727,40.031,38.188
1795,1796.0,ASN00003,BAT00003,11-05-2023,11-05-2023 23:28,93.4,3436300.0,2099.894,39.906,38.094
1797,1798.0,ASN00003,BAT00003,11-05-2023,11-05-2023 23:38,93.6,3436300.0,2100.066,39.75,38.0
1799,1800.0,ASN00003,BAT00003,11-05-2023,11-05-2023 23:49,93.6,3436400.0,2100.238,39.563,37.906
1801,1802.0,ASN00003,BAT00003,11-05-2023,11-05-2023 23:59,93.6,3436400.0,2100.41,39.375,37.781
1802,1803.0,ASN00003,BAT00003,12-05-2023,12-05-2023 00:09,93.6,3436400.0,2100.577,39.188,37.688
1803,1804.0,ASN00003,BAT00003,12-05-2023,12-05-2023 00:19,93.6,3436400.0,2100.749,39.0,37.531
1805,1806.0,ASN00003,BAT00003,12-05-2023,12-05-2023 00:30,93.6,3436400.0,2100.922,38.781,37.344
1807,1808.0,ASN00003,BAT00003,12-05-2023,12-05-2023 00:40,93.6,3436500.0,2101.094,38.594,37.156
1853,1854.0,ASN00003,BAT00003,12-05-2023,12-05-2023 10:52,93.8,3438200.0,2110.157,25.938,24.813
1854,1855.0,ASN00003,BAT00003,12-05-2023,12-05-2023 11:02,93.8,3438400.0,2110.289,25.781,24.688
1855,1856.0,ASN00003,BAT00003,12-05-2023,12-05-2023 11:13,91.3,3439400.0,2110.461,25.656,24.688
1856,1857.0,ASN00003,BAT00003,12-05-2023,12-05-2023 11:23,90.2,3439900.0,2110.627,25.531,24.469
1857,1858.0,ASN00003,BAT00003,12-05-2023,12-05-2023 11:33,88.4,3440500.0,2110.8,25.469,24.375
1858,1859.0,ASN00003,BAT00003,12-05-2023,12-05-2023 11:43,86.1,3441200.0,2110.967,25.438,24.313
1859,1860.0,ASN00003,BAT00003,12-05-2023,12-05-2023 11:53,83.6,3442000.0,2111.139,25.469,24.281
1860,1861.0,ASN00003,BAT00003,12-05-2023,12-05-2023 12:04,79.7,3443200.0,2111.311,25.625,24.375
1861,1862.0,ASN00003,BAT00003,12-05-2023,12-05-2023 12:14,77.9,3443800.0,2111.483,25.781,24.406
1862,1863.0,ASN00003,BAT00003,12-05-2023,12-05-2023 12:24,76.3,3444400.0,2111.65,25.938,24.438
1864,1865.0,ASN00003,BAT00003,12-05-2023,12-05-2023 12:34,74.2,3445000.0,2111.822,26.063,24.531
1865,1866.0,ASN00003,BAT00003,12-05-2023,12-05-2023 12:45,72.2,3445600.0,2111.994,26.188,24.656
1866,1867.0,ASN00003,BAT00003,12-05-2023,12-05-2023 13:01,72.0,3445700.0,2112.049,26.344,24.875
1867,1868.0,ASN00003,BAT00003,12-05-2023,12-05-2023 13:11,68.6,3446600.0,2112.215,26.469,25.156
1868,1869.0,ASN00003,BAT00003,12-05-2023,12-05-2023 13:21,65.5,3447400.0,2112.387,26.719,25.406
1869,1870.0,ASN00003,BAT00003,12-05-2023,12-05-2023 13:31,63.1,3448100.0,2112.554,26.938,25.563
1870,1871.0,ASN00003,BAT00003,12-05-2023,12-05-2023 13:42,60.0,3449000.0,2112.726,27.156,25.781
1871,1872.0,ASN00003,BAT00003,12-05-2023,12-05-2023 13:52,57.6,3449600.0,2112.899,27.375,25.938
1872,1873.0,ASN00003,BAT00003,12-05-2023,12-05-2023 14:02,55.1,3450300.0,2113.065,27.531,26.031
1873,1874.0,ASN00003,BAT00003,12-05-2023,12-05-2023 14:12,52.8,3450900.0,2113.237,27.625,26.156
1874,1875.0,ASN00003,BAT00003,12-05-2023,12-05-2023 14:22,50.0,3451800.0,2113.404,27.656,26.313
1875,1876.0,ASN00003,BAT00003,12-05-2023,12-05-2023 14:33,48.1,3452300.0,2113.577,27.75,26.438
1877,1878.0,ASN00003,BAT00003,12-05-2023,12-05-2023 14:43,46.3,3452800.0,2113.743,27.875,26.469
1878,1879.0,ASN00003,BAT00003,12-05-2023,12-05-2023 14:53,45.7,3452900.0,2113.915,28.094,26.656
1879,1880.0,ASN00003,BAT00003,12-05-2023,12-05-2023 15:03,42.8,3453800.0,2114.088,28.281,26.781
1880,1881.0,ASN00003,BAT00003,12-05-2023,12-05-2023 15:14,39.9,3454800.0,2114.26,28.438,26.781
1881,1882.0,ASN00003,BAT00003,12-05-2023,12-05-2023 15:24,38.7,3455200.0,2114.427,28.688,26.875
1882,1883.0,ASN00003,BAT00003,12-05-2023,12-05-2023 15:34,33.7,3455500.0,2114.592,28.875,27.031
1883,1884.0,ASN00003,BAT00003,12-05-2023,12-05-2023 15:44,35.3,3456000.0,2114.765,29.219,27.344
1884,1885.0,ASN00003,BAT00003,12-05-2023,12-05-2023 15:55,36.9,3456500.0,2114.937,29.5,27.688
1885,1886.0,ASN00003,BAT00003,12-05-2023,12-05-2023 16:05,38.6,3456900.0,2115.109,29.969,28.094
1886,1887.0,ASN00003,BAT00003,12-05-2023,12-05-2023 16:15,40.4,3457400.0,2115.281,30.719,28.469
1887,1888.0,ASN00003,BAT00003,12-05-2023,12-05-2023 16:25,42.0,3457900.0,2115.448,31.406,28.844
1888,1889.0,ASN00003,BAT00003,12-05-2023,12-05-2023 16:36,43.7,3458400.0,2115.62,32.063,29.219
1889,1890.0,ASN00003,BAT00003,12-05-2023,12-05-2023 16:46,45.3,3458800.0,2115.793,32.688,29.625
1890,1891.0,ASN00003,BAT00003,12-05-2023,12-05-2023 16:56,47.0,3459300.0,2115.959,33.25,30.0
1891,1892.0,ASN00003,BAT00003,12-05-2023,12-05-2023 17:06,49.0,3459700.0,2116.132,33.75,30.406
