,battery_pack_status_identifier,asset_serial_number,battery_pack_identifier,record_create_date,record_create_timestamp,state_of_charge,energy_consumption,battery_lifetime,max_cell_temperature,min_cell_temperature
1892,1893.0,ASN00003,BAT00003,12-05-2023,12-05-2023 17:17,51.2,3460200.0,2116.304,34.188,30.781
1893,1894.0,ASN00003,BAT00003,12-05-2023,12-05-2023 17:27,53.2,3460700.0,2116.476,34.625,31.156
1894,1895.0,ASN00003,BAT00003,12-05-2023,12-05-2023 17:37,55.2,3461100.0,2116.643,34.969,31.469
1895,1896.0,ASN00003,BAT00003,12-05-2023,12-05-2023 17:47,52.8,3462200.0,2116.799,35.094,31.688
1897,1898.0,ASN00003,BAT00003,12-05-2023,12-05-2023 17:57,56.6,3463400.0,2116.965,35.125,32.0
1898,1899.0,ASN00003,BAT00003,12-05-2023,12-05-2023 18:08,61.1,3464600.0,2117.138,35.156,32.438
1899,1900.0,ASN00003,BAT00003,12-05-2023,12-05-2023 18:18,65.0,3465700.0,2117.304,35.25,32.813
1900,1901.0,ASN00003,BAT00003,12-05-2023,12-05-2023 18:28,68.8,3466900.0,2117.477,35.313,33.156
1901,1902.0,ASN00003,BAT00003,12-05-2023,12-05-2023 18:38,72.5,3468100.0,2117.649,35.375,33.5
1902,1903.0,ASN00003,BAT00003,12-05-2023,12-05-2023 18:49,76.0,3469300.0,2117.821,35.5,33.813
1903,1904.0,ASN00003,BAT00003,12-05-2023,12-05-2023 18:59,79.6,3470500.0,2117.993,35.719,34.125
1904,1905.0,ASN00003,BAT00003,12-05-2023,12-05-2023 19:09,83.1,3471700.0,2118.165,36.031,34.438
1905,1906.0,ASN00003,BAT00003,12-05-2023,12-05-2023 19:20,86.6,3472900.0,2118.338,36.344,34.75
1906,1907.0,ASN00003,BAT00003,12-05-2023,12-05-2023 19:30,90.1,3474100.0,2118.504,36.656,35.031
1907,1908.0,ASN00003,BAT00003,12-05-2023,12-05-2023 19:40,91.5,3474700.0,2118.677,36.781,35.219
1908,1909.0,ASN00003,BAT00003,12-05-2023,12-05-2023 19:50,91.5,3474900.0,2118.843,36.906,35.313
1909,1910.0,ASN00003,BAT00003,12-05-2023,12-05-2023 20:00,91.5,3475100.0,2119.016,36.969,35.375
1910,1911.0,ASN00003,BAT00003,12-05-2023,12-05-2023 20:11,91.5,3475300.0,2119.188,37.0,35.438
1911,1912.0,ASN00003,BAT00003,12-05-2023,12-05-2023 20:21,92.8,3475300.0,2119.36,37.0,35.469
1912,1913.0,ASN00003,BAT00003,12-05-2023,12-05-2023 20:31,93.3,3475300.0,2119.527,36.938,35.5
1913,1914.0,ASN00003,BAT00003,12-05-2023,12-05-2023 20:41,93.5,3475400.0,2119.699,36.938,35.563
1914,1915.0,ASN00003,BAT00003,12-05-2023,12-05-2023 20:52,93.6,3475400.0,2119.871,36.969,35.594
1915,1916.0,ASN00003,BAT00003,12-05-2023,12-05-2023 21:02,93.7,3475400.0,2120.038,36.969,35.594
1916,1917.0,ASN00003,BAT00003,12-05-2023,12-05-2023 21:12,93.7,3475400.0,2120.21,37.0,35.594
1917,1918.0,ASN00003,BAT00003,12-05-2023,12-05-2023 21:22,93.7,3475400.0,2120.377,37.031,35.625
1923,1924.0,ASN00003,BAT00003,15-05-2023,15-05-2023 18:55,93.7,3476300.0,2121.485,21.375,20.938
1924,1925.0,ASN00003,BAT00003,15-05-2023,15-05-2023 20:03,91.2,3476300.0,2121.601,23.094,21.688
1928,1929.0,ASN00003,BAT00003,15-05-2023,15-05-2023 20:53,90.4,3476400.0,2121.987,23.938,22.438
1930,1931.0,ASN00003,BAT00003,15-05-2023,15-05-2023 21:03,87.0,3477300.0,2122.114,24.281,22.75
1931,1932.0,ASN00003,BAT00003,15-05-2023,15-05-2023 21:14,87.3,3477700.0,2122.286,24.531,23.0
1932,1933.0,ASN00003,BAT00003,15-05-2023,15-05-2023 21:24,88.3,3478100.0,2122.459,24.844,23.281
1933,1934.0,ASN00003,BAT00003,15-05-2023,15-05-2023 21:34,89.5,3478600.0,2122.631,25.188,23.594
1934,1935.0,ASN00003,BAT00003,15-05-2023,15-05-2023 21:45,90.8,3479000.0,2122.803,25.563,23.844
1935,1936.0,ASN00003,BAT00003,15-05-2023,15-05-2023 21:55,91.4,3479300.0,2122.97,25.906,24.063
1936,1937.0,ASN00003,BAT00003,15-05-2023,15-05-2023 22:05,91.2,3479500.0,2123.142,26.313,24.313
1937,1938.0,ASN00003,BAT00003,15-05-2023,15-05-2023 22:15,91.1,3479600.0,2123.309,26.625,24.531
1938,1939.0,ASN00003,BAT00003,15-05-2023,15-05-2023 22:25,91.4,3479700.0,2123.481,26.875,24.75
1939,1940.0,ASN00003,BAT00003,15-05-2023,15-05-2023 22:36,92.5,3479700.0,2123.653,26.969,24.938
1940,1941.0,ASN00003,BAT00003,15-05-2023,15-05-2023 22:46,93.4,3479800.0,2123.825,27.0,25.125
1941,1942.0,ASN00003,BAT00003,15-05-2023,15-05-2023 22:56,93.7,3479800.0,2123.997,27.0,25.281
1942,1943.0,ASN00003,BAT00003,15-05-2023,15-05-2023 23:07,93.9,3479800.0,2124.17,27.031,25.438
1944,1945.0,ASN00003,BAT00003,15-05-2023,15-05-2023 23:17,93.9,3479800.0,2124.342,27.031,25.594
1945,1946.0,ASN00003,BAT00003,15-05-2023,15-05-2023 23:27,93.8,3479800.0,2124.509,27.031,25.719
1946,1947.0,ASN00003,BAT00003,15-05-2023,15-05-2023 23:37,93.8,3479800.0,2124.681,27.094,25.813
1947,1948.0,ASN00003,BAT00003,15-05-2023,15-05-2023 23:47,93.8,3479900.0,2124.848,27.125,25.906
1948,1949.0,ASN00003,BAT00003,15-05-2023,15-05-2023 23:58,93.7,3479900.0,2125.02,27.156,26.0
1949,1950.0,ASN00003,BAT00003,16-05-2023,16-05-2023 00:08,93.7,3479900.0,2125.192,27.219,26.094
1950,1951.0,ASN00003,BAT00003,16-05-2023,16-05-2023 00:18,93.6,3479900.0,2125.359,27.25,26.156
1951,1952.0,ASN00003,BAT00003,16-05-2023,16-05-2023 00:28,93.6,3479900.0,2125.531,27.281,26.25
1952,1953.0,ASN00003,BAT00003,16-05-2023,16-05-2023 00:39,93.5,3480000.0,2125.703,27.313,26.313
1953,1954.0,ASN00003,BAT00003,16-05-2023,16-05-2023 00:49,93.4,3480000.0,2125.875,27.313,26.344
1954,1955.0,ASN00003,BAT00003,16-05-2023,16-05-2023 00:59,93.4,3480000.0,2126.042,27.344,26.406
1955,1956.0,ASN00003,BAT00003,16-05-2023,16-05-2023 01:09,93.3,3480000.0,2126.214,27.344,26.406
1957,1958.0,ASN00003,BAT00003,16-05-2023,16-05-2023 01:20,93.3,3480000.0,2126.387,27.344,26.438
1958,1959.0,ASN00003,BAT00003,16-05-2023,16-05-2023 01:30,93.2,3480100.0,2126.553,27.313,26.438
1959,1960.0,ASN00003,BAT00003,16-05-2023,16-05-2023 01:40,93.2,3480100.0,2126.726,27.313,26.438
1976,1977.0,ASN00003,BAT00003,16-05-2023,16-05-2023 17:37,89.6,3482800.0,2140.496,26.625,25.0
1977,1978.0,ASN00003,BAT00003,16-05-2023,16-05-2023 17:47,88.7,3483300.0,2140.668,26.781,25.156
1978,1979.0,ASN00003,BAT00003,16-05-2023,16-05-2023 17:57,86.3,3483600.0,2140.784,27.031,25.344
1979,1980.0,ASN00003,BAT00003,16-05-2023,16-05-2023 18:07,86.4,3483600.0,2140.956,27.281,25.563
1980,1981.0,ASN00003,BAT00003,16-05-2023,16-05-2023 18:17,85.2,3484200.0,2141.112,27.5,25.75
1983,1984.0,ASN00003,BAT00003,16-05-2023,16-05-2023 18:31,85.2,3484200.0,2141.112,27.781,26.094
1984,1985.0,ASN00003,BAT00003,16-05-2023,16-05-2023 18:42,83.8,3484600.0,2141.266,28.0,26.313
1985,1986.0,ASN00003,BAT00003,16-05-2023,16-05-2023 18:52,82.2,3485100.0,2141.342,28.344,26.656
1987,1988.0,ASN00003,BAT00003,16-05-2023,16-05-2023 19:02,80.9,3485200.0,2141.486,28.688,27.0
1989,1990.0,ASN00003,BAT00003,16-05-2023,16-05-2023 19:13,80.6,3485200.0,2141.657,29.156,27.375
1990,1991.0,ASN00003,BAT00003,16-05-2023,16-05-2023 19:23,79.9,3485700.0,2141.783,29.406,27.594
1991,1992.0,ASN00003,BAT00003,16-05-2023,16-05-2023 19:33,79.5,3485800.0,2141.903,29.781,28.0
1992,1993.0,ASN00003,BAT00003,16-05-2023,16-05-2023 19:43,77.9,3486000.0,2142.075,30.063,28.281
1994,1995.0,ASN00003,BAT00003,16-05-2023,16-05-2023 19:54,77.1,3486300.0,2142.247,30.25,28.531
1996,1997.0,ASN00003,BAT00003,16-05-2023,16-05-2023 20:04,75.8,3486700.0,2142.396,30.469,28.781
1998,1999.0,ASN00003,BAT00003,16-05-2023,16-05-2023 20:14,75.4,3486800.0,2142.425,30.625,29.0
1999,2000.0,ASN00003,BAT00003,17-05-2023,17-05-2023 15:41,74.5,3487000.0,2142.645,24.0,22.5
2003,2004.0,ASN00003,BAT00003,17-05-2023,17-05-2023 17:27,73.4,3487400.0,2143.304,25.25,23.375
2004,2005.0,ASN00003,BAT00003,17-05-2023,17-05-2023 17:37,73.2,3487400.0,2143.477,25.406,23.531
2005,2006.0,ASN00003,BAT00003,17-05-2023,17-05-2023 17:47,72.1,3487800.0,2143.576,25.594,23.719
2007,2008.0,ASN00003,BAT00003,17-05-2023,17-05-2023 17:57,71.0,3488100.0,2143.742,25.844,23.906
2009,2010.0,ASN00003,BAT00003,17-05-2023,17-05-2023 18:08,71.0,3488100.0,2143.914,26.0,24.125
2010,2011.0,ASN00003,BAT00003,17-05-2023,17-05-2023 18:19,70.9,3488200.0,2144.11,26.25,24.313
2013,2014.0,ASN00003,BAT00003,17-05-2023,17-05-2023 18:50,70.8,3488200.0,2144.211,26.719,24.813
2014,2015.0,ASN00003,BAT00003,17-05-2023,17-05-2023 19:00,70.5,3488400.0,2144.378,26.875,25.031
2016,2017.0,ASN00003,BAT00003,17-05-2023,17-05-2023 19:10,71.7,3489500.0,2144.549,27.281,25.313
2018,2019.0,ASN00003,BAT00003,17-05-2023,17-05-2023 19:20,75.7,3490800.0,2144.722,27.594,25.656
2020,2021.0,ASN00003,BAT00003,17-05-2023,17-05-2023 19:30,79.5,3492000.0,2144.888,27.938,26.0
2022,2023.0,ASN00003,BAT00003,17-05-2023,17-05-2023 19:41,83.4,3493300.0,2145.061,28.313,26.313
2024,2025.0,ASN00003,BAT00003,17-05-2023,17-05-2023 19:51,87.1,3494600.0,2145.227,28.656,26.625
2026,2027.0,ASN00003,BAT00003,17-05-2023,17-05-2023 20:01,91.0,3495900.0,2145.399,29.0,26.969
2028,2029.0,ASN00003,BAT00003,17-05-2023,17-05-2023 20:11,91.4,3496200.0,2145.572,29.063,27.188
2030,2031.0,ASN00003,BAT00003,17-05-2023,17-05-2023 20:22,91.4,3496400.0,2145.744,29.156,27.313
2032,2033.0,ASN00003,BAT00003,17-05-2023,17-05-2023 20:32,91.4,3496600.0,2145.916,29.219,27.438
2034,2035.0,ASN00003,BAT00003,17-05-2023,17-05-2023 20:42,92.1,3496700.0,2146.083,29.25,27.531
2036,2037.0,ASN00003,BAT00003,17-05-2023,17-05-2023 20:52,93.2,3496800.0,2146.255,29.281,27.625
2038,2039.0,ASN00003,BAT00003,17-05-2023,17-05-2023 21:03,93.7,3496800.0,2146.427,29.281,27.688
2040,2041.0,ASN00003,BAT00003,17-05-2023,17-05-2023 21:13,93.8,3496800.0,2146.594,29.313,27.75
2042,2043.0,ASN00003,BAT00003,17-05-2023,17-05-2023 21:23,93.9,3496800.0,2146.766,29.281,27.781
2089,2090.0,ASN00003,BAT00003,18-05-2023,18-05-2023 05:28,81.1,3501500.0,2154.778,26.063,25.094
2091,2092.0,ASN00003,BAT00003,18-05-2023,18-05-2023 05:38,79.0,3502200.0,2154.95,26.125,25.031
2093,2094.0,ASN00003,BAT00003,18-05-2023,18-05-2023 05:48,76.2,3503100.0,2155.117,26.219,24.969
2095,2096.0,ASN00003,BAT00003,18-05-2023,18-05-2023 05:58,73.6,3503900.0,2155.289,26.25,24.781
2097,2098.0,ASN00003,BAT00003,18-05-2023,18-05-2023 06:09,70.7,3504800.0,2155.461,26.25,24.688
2099,2100.0,ASN00003,BAT00003,18-05-2023,18-05-2023 06:19,68.2,3505600.0,2155.628,26.313,24.531
2101,2102.0,ASN00003,BAT00003,18-05-2023,18-05-2023 06:29,63.9,3506800.0,2155.8,26.406,24.563
2103,2104.0,ASN00003,BAT00003,18-05-2023,18-05-2023 06:39,61.4,3507600.0,2155.967,26.5,24.5
2109,2110.0,ASN00003,BAT00003,18-05-2023,18-05-2023 07:33,50.2,3510300.0,2156.657,26.281,23.656
2111,2112.0,ASN00003,BAT00003,18-05-2023,18-05-2023 07:43,47.5,3511100.0,2156.824,26.031,23.344
2113,2114.0,ASN00003,BAT00003,18-05-2023,18-05-2023 07:54,44.6,3511900.0,2156.996,25.781,23.063
2115,2116.0,ASN00003,BAT00003,18-05-2023,18-05-2023 08:04,42.4,3512500.0,2157.163,25.531,22.781
2117,2118.0,ASN00003,BAT00003,18-05-2023,18-05-2023 08:14,39.9,3513300.0,2157.335,25.313,22.625
2119,2120.0,ASN00003,BAT00003,18-05-2023,18-05-2023 08:24,36.9,3514300.0,2157.507,25.125,22.438
2121,2122.0,ASN00003,BAT00003,18-05-2023,18-05-2023 08:35,34.0,3515300.0,2157.68,24.969,22.25
2124,2125.0,ASN00003,BAT00003,18-05-2023,18-05-2023 08:45,31.9,3516000.0,2157.852,24.875,22.125
2125,2126.0,ASN00003,BAT00003,18-05-2023,18-05-2023 08:55,30.6,3516500.0,2158.024,24.813,22.125
2127,2128.0,ASN00003,BAT00003,18-05-2023,18-05-2023 09:05,28.5,3517200.0,2158.191,24.813,22.219
2129,2130.0,ASN00003,BAT00003,18-05-2023,18-05-2023 09:16,24.9,3518300.0,2158.363,24.969,22.375
2131,2132.0,ASN00003,BAT00003,18-05-2023,18-05-2023 09:26,21.7,3519300.0,2158.53,25.344,22.594
2133,2134.0,ASN00003,BAT00003,18-05-2023,18-05-2023 09:36,23.2,3520500.0,2158.702,25.656,23.031
2135,2136.0,ASN00003,BAT00003,18-05-2023,18-05-2023 09:46,27.5,3521800.0,2158.874,25.688,23.469
2137,2138.0,ASN00003,BAT00003,18-05-2023,18-05-2023 09:56,31.8,3523100.0,2159.041,25.719,23.813
2139,2140.0,ASN00003,BAT00003,18-05-2023,18-05-2023 10:07,35.8,3524400.0,2159.213,25.969,24.156
2142,2143.0,ASN00003,BAT00003,18-05-2023,18-05-2023 10:17,39.6,3525700.0,2159.386,26.469,24.594
2144,2145.0,ASN00003,BAT00003,18-05-2023,18-05-2023 10:27,43.4,3527100.0,2159.558,27.031,25.031
2145,2146.0,ASN00003,BAT00003,18-05-2023,18-05-2023 10:38,47.0,3528400.0,2159.73,27.625,25.5
2147,2148.0,ASN00003,BAT00003,18-05-2023,18-05-2023 10:48,51.1,3529700.0,2159.897,28.156,25.969
2150,2151.0,ASN00003,BAT00003,18-05-2023,18-05-2023 10:58,55.6,3531000.0,2160.069,28.688,26.438
2151,2152.0,ASN00003,BAT00003,18-05-2023,18-05-2023 11:08,60.1,3532300.0,2160.236,29.031,26.719
2153,2154.0,ASN00003,BAT00003,18-05-2023,18-05-2023 11:18,64.4,3533600.0,2160.402,29.219,26.813
2155,2156.0,ASN00003,BAT00003,18-05-2023,18-05-2023 11:28,68.7,3534900.0,2160.575,29.313,26.906
2157,2158.0,ASN00003,BAT00003,18-05-2023,18-05-2023 11:38,72.7,3536200.0,2160.741,29.375,27.031
2159,2160.0,ASN00003,BAT00003,18-05-2023,18-05-2023 11:49,76.7,3537500.0,2160.914,29.469,27.125
2161,2162.0,ASN00003,BAT00003,18-05-2023,18-05-2023 11:59,80.8,3538900.0,2161.086,29.563,27.281
2163,2164.0,ASN00003,BAT00003,18-05-2023,18-05-2023 12:09,84.7,3540200.0,2161.258,29.656,27.406
2165,2166.0,ASN00003,BAT00003,18-05-2023,18-05-2023 12:19,88.6,3541500.0,2161.425,29.719,27.5
2167,2168.0,ASN00003,BAT00003,18-05-2023,18-05-2023 12:30,91.4,3542500.0,2161.597,29.75,27.5
2169,2170.0,ASN00003,BAT00003,18-05-2023,18-05-2023 12:40,91.4,3542700.0,2161.769,29.656,27.438
2171,2172.0,ASN00003,BAT00003,18-05-2023,18-05-2023 12:50,91.4,3542900.0,2161.942,29.469,27.313
2173,2174.0,ASN00003,BAT00003,18-05-2023,18-05-2023 13:01,91.5,3543100.0,2162.114,29.219,27.188
2175,2176.0,ASN00003,BAT00003,18-05-2023,18-05-2023 13:11,92.9,3543100.0,2162.286,28.969,27.125
2178,2179.0,ASN00003,BAT00003,18-05-2023,18-05-2023 13:21,93.5,3543200.0,2162.458,28.75,27.031
2179,2180.0,ASN00003,BAT00003,18-05-2023,18-05-2023 13:31,93.8,3543200.0,2162.625,28.531,26.906
2181,2182.0,ASN00003,BAT00003,18-05-2023,18-05-2023 13:42,93.9,3543200.0,2162.797,28.281,26.813
2183,2184.0,ASN00003,BAT00003,18-05-2023,18-05-2023 13:52,93.9,3543200.0,2162.964,28.0,26.719
2185,2186.0,ASN00003,BAT00003,18-05-2023,18-05-2023 14:02,93.9,3543300.0,2163.136,27.75,26.563
2187,2188.0,ASN00003,BAT00003,18-05-2023,18-05-2023 14:12,93.9,3543300.0,2163.309,27.469,26.375
2189,2190.0,ASN00003,BAT00003,18-05-2023,18-05-2023 14:22,93.9,3543300.0,2163.475,27.281,26.219
2191,2192.0,ASN00003,BAT00003,18-05-2023,18-05-2023 14:33,93.9,3543300.0,2163.647,27.094,26.063
2193,2194.0,ASN00003,BAT00003,18-05-2023,18-05-2023 14:43,93.9,3543300.0,2163.814,26.875,25.938
2195,2196.0,ASN00003,BAT00003,18-05-2023,18-05-2023 14:53,93.8,3543400.0,2163.986,26.719,25.844
2197,2198.0,ASN00003,BAT00003,18-05-2023,18-05-2023 15:03,93.8,3543400.0,2164.159,26.563,25.719
2199,2200.0,ASN00003,BAT00003,18-05-2023,18-05-2023 15:14,93.8,3543400.0,2164.331,26.406,25.563
2201,2202.0,ASN00003,BAT00003,18-05-2023,18-05-2023 15:24,93.7,3543400.0,2164.497,26.25,25.469
2203,2204.0,ASN00003,BAT00003,18-05-2023,18-05-2023 15:34,93.7,3543500.0,2164.67,26.125,25.344
2205,2206.0,ASN00003,BAT00003,18-05-2023,18-05-2023 15:44,93.6,3543500.0,2164.836,26.0,25.25
2207,2208.0,ASN00003,BAT00003,18-05-2023,18-05-2023 15:54,93.6,3543500.0,2165.009,25.875,25.125
2209,2210.0,ASN00003,BAT00003,18-05-2023,18-05-2023 16:05,93.6,3543500.0,2165.181,25.781,25.063
2211,2212.0,ASN00003,BAT00003,18-05-2023,18-05-2023 16:15,93.5,3543500.0,2165.347,25.656,24.938
2213,2214.0,ASN00003,BAT00003,18-05-2023,18-05-2023 16:25,93.5,3543600.0,2165.52,25.563,24.875
2215,2216.0,ASN00003,BAT00003,18-05-2023,18-05-2023 16:35,93.4,3543600.0,2165.686,25.438,24.781
2217,2218.0,ASN00003,BAT00003,18-05-2023,18-05-2023 16:45,93.4,3543600.0,2165.859,25.313,24.688
2219,2220.0,ASN00003,BAT00003,18-05-2023,18-05-2023 16:56,93.3,3543600.0,2166.031,25.188,24.563
2221,2222.0,ASN00003,BAT00003,18-05-2023,18-05-2023 17:06,93.2,3543700.0,2166.203,25.125,24.5
2223,2224.0,ASN00003,BAT00003,18-05-2023,18-05-2023 17:16,93.2,3543700.0,2166.37,25.031,24.406
2226,2227.0,ASN00003,BAT00003,18-05-2023,18-05-2023 17:26,93.1,3543700.0,2166.542,25.0,24.375
2228,2229.0,ASN00003,BAT00003,18-05-2023,18-05-2023 17:37,93.1,3543700.0,2166.714,24.938,24.313
2230,2231.0,ASN00003,BAT00003,18-05-2023,18-05-2023 17:47,93.0,3543700.0,2166.881,24.906,24.25
2232,2233.0,ASN00003,BAT00003,18-05-2023,18-05-2023 17:57,93.0,3543800.0,2167.053,24.875,24.219
2234,2235.0,ASN00003,BAT00003,18-05-2023,18-05-2023 18:07,92.9,3543800.0,2167.22,24.844,24.188
2236,2237.0,ASN00003,BAT00003,18-05-2023,18-05-2023 18:17,92.8,3543800.0,2167.392,24.813,24.125
2238,2239.0,ASN00003,BAT00003,18-05-2023,18-05-2023 18:28,92.8,3543800.0,2167.564,24.781,24.094
2240,2241.0,ASN00003,BAT00003,18-05-2023,18-05-2023 18:38,92.7,3543800.0,2167.731,24.75,24.031
2242,2243.0,ASN00003,BAT00003,18-05-2023,18-05-2023 18:48,92.7,3543900.0,2167.903,24.688,23.969
2244,2245.0,ASN00003,BAT00003,18-05-2023,18-05-2023 18:58,92.6,3543900.0,2168.076,24.688,23.969
2246,2247.0,ASN00003,BAT00003,18-05-2023,18-05-2023 19:09,92.5,3543900.0,2168.248,24.656,23.969
2248,2249.0,ASN00003,BAT00003,18-05-2023,18-05-2023 19:19,92.5,3543900.0,2168.415,24.656,23.938
2250,2251.0,ASN00003,BAT00003,18-05-2023,18-05-2023 19:29,92.4,3544000.0,2168.587,24.688,23.938
2252,2253.0,ASN00003,BAT00003,18-05-2023,18-05-2023 19:39,92.4,3544000.0,2168.759,24.688,23.938
2254,2255.0,ASN00003,BAT00003,18-05-2023,18-05-2023 19:49,92.3,3544000.0,2168.926,24.688,23.906
2256,2257.0,ASN00003,BAT00003,18-05-2023,18-05-2023 20:00,92.2,3544000.0,2169.098,24.656,23.906
2258,2259.0,ASN00003,BAT00003,18-05-2023,18-05-2023 20:10,92.2,3544000.0,2169.27,24.656,23.875
2260,2261.0,ASN00003,BAT00003,18-05-2023,18-05-2023 20:20,92.1,3544100.0,2169.437,24.656,23.875
2262,2263.0,ASN00003,BAT00003,18-05-2023,18-05-2023 20:30,92.1,3544100.0,2169.609,24.625,23.875
2264,2265.0,ASN00003,BAT00003,18-05-2023,18-05-2023 20:41,92.0,3544100.0,2169.781,24.625,23.844
2266,2267.0,ASN00003,BAT00003,18-05-2023,18-05-2023 20:51,91.9,3544100.0,2169.948,24.625,23.844
2311,2312.0,ASN00003,BAT00003,19-05-2023,19-05-2023 04:45,88.0,3547600.0,2176.915,23.531,22.906
2313,2314.0,ASN00003,BAT00003,19-05-2023,19-05-2023 04:55,87.0,3548000.0,2177.081,23.594,22.781
2315,2316.0,ASN00003,BAT00003,19-05-2023,19-05-2023 05:05,82.2,3549500.0,2177.254,23.781,22.938
2317,2318.0,ASN00003,BAT00003,19-05-2023,19-05-2023 05:15,81.1,3549900.0,2177.42,23.969,22.844
2319,2320.0,ASN00003,BAT00003,19-05-2023,19-05-2023 05:25,80.0,3550200.0,2177.592,24.094,22.906
2321,2322.0,ASN00003,BAT00003,19-05-2023,19-05-2023 05:36,79.2,3550500.0,2177.765,24.188,22.906
2323,2324.0,ASN00003,BAT00003,19-05-2023,19-05-2023 05:46,78.1,3550900.0,2177.937,24.219,22.969
2325,2326.0,ASN00003,BAT00003,19-05-2023,19-05-2023 05:56,77.3,3551100.0,2178.109,24.281,23.0
2327,2328.0,ASN00003,BAT00003,19-05-2023,19-05-2023 06:07,76.9,3551200.0,2178.282,24.313,23.063
2329,2330.0,ASN00003,BAT00003,19-05-2023,19-05-2023 06:17,75.9,3551500.0,2178.454,24.313,23.125
2331,2332.0,ASN00003,BAT00003,19-05-2023,19-05-2023 06:27,74.9,3551800.0,2178.626,24.344,23.125
2333,2334.0,ASN00003,BAT00003,19-05-2023,19-05-2023 06:37,73.6,3552100.0,2178.793,24.344,23.156
2335,2336.0,ASN00003,BAT00003,19-05-2023,19-05-2023 06:48,73.2,3552300.0,2178.965,24.344,23.156
2337,2338.0,ASN00003,BAT00003,19-05-2023,19-05-2023 06:58,72.4,3552500.0,2179.132,24.344,23.219
2339,2340.0,ASN00003,BAT00003,19-05-2023,19-05-2023 07:08,71.4,3552800.0,2179.304,24.344,23.219
2341,2342.0,ASN00003,BAT00003,19-05-2023,19-05-2023 07:19,70.4,3553100.0,2179.476,24.344,23.219
2343,2344.0,ASN00003,BAT00003,19-05-2023,19-05-2023 07:29,69.6,3553400.0,2179.643,24.344,23.188
2345,2346.0,ASN00003,BAT00003,19-05-2023,19-05-2023 07:39,68.7,3553600.0,2179.815,24.313,23.188
2347,2348.0,ASN00003,BAT00003,19-05-2023,19-05-2023 07:49,68.0,3553800.0,2179.987,24.313,23.156
2349,2350.0,ASN00003,BAT00003,19-05-2023,19-05-2023 08:00,66.5,3554300.0,2180.159,24.313,23.188
2351,2352.0,ASN00003,BAT00003,19-05-2023,19-05-2023 08:10,64.8,3554700.0,2180.332,24.313,23.156
2353,2354.0,ASN00003,BAT00003,19-05-2023,19-05-2023 08:20,63.5,3555100.0,2180.504,24.313,23.125
2355,2356.0,ASN00003,BAT00003,19-05-2023,19-05-2023 08:31,62.5,3555400.0,2180.676,24.313,23.094
2357,2358.0,ASN00003,BAT00003,19-05-2023,19-05-2023 08:41,61.3,3555700.0,2180.843,24.313,23.063
2359,2360.0,ASN00003,BAT00003,19-05-2023,19-05-2023 08:51,60.2,3556000.0,2181.015,24.281,23.031
2361,2362.0,ASN00003,BAT00003,19-05-2023,19-05-2023 09:01,59.9,3556100.0,2181.187,24.25,23.031
2363,2364.0,ASN00003,BAT00003,19-05-2023,19-05-2023 09:11,58.4,3556400.0,2181.309,24.25,23.094
2365,2366.0,ASN00003,BAT00003,19-05-2023,19-05-2023 09:22,60.4,3556800.0,2181.481,24.313,23.094
2367,2368.0,ASN00003,BAT00003,19-05-2023,19-05-2023 09:32,62.2,3557300.0,2181.653,24.375,23.125
2369,2370.0,ASN00003,BAT00003,19-05-2023,19-05-2023 09:42,63.8,3557800.0,2181.826,24.438,23.25
2371,2372.0,ASN00003,BAT00003,19-05-2023,19-05-2023 09:53,65.2,3558200.0,2181.998,24.906,23.375
2373,2374.0,ASN00003,BAT00003,19-05-2023,19-05-2023 10:03,66.6,3558700.0,2182.164,25.313,23.5
2375,2376.0,ASN00003,BAT00003,19-05-2023,19-05-2023 10:13,67.9,3559100.0,2182.337,25.656,23.563
2377,2378.0,ASN00003,BAT00003,19-05-2023,19-05-2023 10:23,69.2,3559500.0,2182.503,25.938,23.625
2379,2380.0,ASN00003,BAT00003,19-05-2023,19-05-2023 10:33,70.6,3560000.0,2182.676,26.188,23.688
2381,2382.0,ASN00003,BAT00003,19-05-2023,19-05-2023 10:44,71.9,3560400.0,2182.848,26.406,23.688
2383,2384.0,ASN00003,BAT00003,19-05-2023,19-05-2023 10:54,73.2,3560900.0,2183.02,26.594,23.688
2385,2386.0,ASN00003,BAT00003,19-05-2023,19-05-2023 11:04,74.5,3561300.0,2183.192,26.719,23.688
2387,2388.0,ASN00003,BAT00003,19-05-2023,19-05-2023 11:14,75.7,3561800.0,2183.359,26.844,23.625
2389,2390.0,ASN00003,BAT00003,19-05-2023,19-05-2023 11:25,77.0,3562200.0,2183.531,26.938,23.469
2391,2392.0,ASN00003,BAT00003,19-05-2023,19-05-2023 11:35,78.3,3562700.0,2183.703,27.031,23.344
2393,2394.0,ASN00003,BAT00003,19-05-2023,19-05-2023 11:45,79.6,3563100.0,2183.87,27.063,23.281
2395,2396.0,ASN00003,BAT00003,19-05-2023,19-05-2023 11:55,80.9,3563500.0,2184.042,27.125,23.25
2397,2398.0,ASN00003,BAT00003,19-05-2023,19-05-2023 12:06,82.2,3564000.0,2184.215,27.156,23.188
2399,2400.0,ASN00003,BAT00003,19-05-2023,19-05-2023 12:16,83.4,3564400.0,2184.381,27.156,23.188
2401,2402.0,ASN00003,BAT00003,19-05-2023,19-05-2023 12:26,84.6,3564900.0,2184.554,27.156,23.156
